100	0.777771
600	1.11805
1100	0.866154
1600	0.887145
2100	0.930547
2600	0.994649
3100	0.947124
3600	0.904699
4100	0.922417
4600	0.944738
5100	0.945525
5600	1.00867
6100	0.93715
6600	0.90298
7100	1.02699
7600	0.896739
8100	0.977015
8600	0.889688
9100	0.898496
9600	0.951959
10100	0.923122
10600	0.963042
11100	0.950317
11600	0.936175
12100	0.935253
12600	0.980701
13100	0.929169
13600	0.907161
14100	0.925327
14600	0.96955
15100	0.952254
15600	1.00587
16100	0.984895
16600	0.973971
17100	0.935258
17600	0.937413
18100	0.972751
18600	0.962805
19100	0.976286
19600	0.919635
20100	0.963507
20600	0.909916
21100	0.977743
21600	0.992018
22100	0.959456
22600	0.973074
23100	0.947382
23600	0.956971
24100	0.97181
24600	0.924789
25100	0.919923
25600	0.957023
26100	0.933474
26600	0.930547
27100	0.952124
27600	0.956362
28100	0.950071
28600	0.933461
29100	0.925775
29600	0.942653
30100	0.964139
30600	0.966495
31100	0.949081
31600	0.965753
32100	0.935566
32600	0.946268
33100	0.94196
33600	0.958035
34100	0.937431
34600	0.947487
35100	0.960026
35600	0.937258
36100	0.906771
36600	0.948838
37100	0.945222
37600	0.92774
38100	0.953331
38600	0.951057
39100	0.948095
39600	0.9511
40100	0.927846
40600	0.968622
41100	0.943591
41600	0.954686
42100	0.962284
42600	0.948251
43100	0.914693
43600	0.950138
44100	0.938263
44600	0.939952
45100	0.919184
45600	0.940872
46100	0.966098
46600	0.948847
47100	0.968911
47600	0.936879
48100	0.956448
48600	0.95461
49100	0.945879
49600	0.94046
50100	0.932626
50600	0.933594
51100	0.948812
51600	0.952242
52100	0.944596
52600	0.936171
53100	0.934131
53600	0.948997
54100	0.93735
54600	0.948175
55100	0.945041
55600	0.925876
56100	0.956963
56600	0.943872
57100	0.934926
57600	0.943013
58100	0.94293
58600	0.94965
59100	0.94869
59600	0.942036
60100	0.949081
60600	0.946865
61100	0.93323
61600	0.920446
62100	0.965325
62600	0.937891
63100	0.936776
63600	0.948367
64100	0.938239
64600	0.927516
65100	0.931294
65600	0.936793
66100	0.958829
66600	0.94185
67100	0.944105
67600	0.943738
68100	0.926958
68600	0.937067
69100	0.946466
69600	0.957407
70100	0.951549
70600	0.948803
71100	0.936798
71600	0.938268
72100	0.943088
72600	0.935119
73100	0.942954
73600	0.956759
74100	0.91724
74600	0.960094
75100	0.943992
75600	0.945722
76100	0.953178
76600	0.966629
77100	0.963891
77600	0.951291
78100	0.935989
78600	0.939435
79100	0.933251
79600	0.974412
80100	0.948667
80600	0.940369
81100	0.948118
81600	0.964708
82100	0.930886
82600	0.950792
83100	0.935712
83600	0.932325
84100	0.932446
84600	0.936704
85100	0.954277
85600	0.938481
86100	0.95505
86600	0.957058
87100	0.934151
87600	0.938586
88100	0.943301
88600	0.942367
89100	0.960102
89600	0.942483
90100	0.936713
90600	0.953005
91100	0.953965
91600	0.951623
92100	0.952052
92600	0.938512
93100	0.970334
93600	0.948635
94100	0.947314
94600	0.94796
95100	0.937557
95600	0.940484
96100	0.947327
96600	0.947757
97100	0.94508
97600	0.9499
98100	0.94942
98600	0.946577
99100	0.960245
99600	0.960305
